cvss,exploit_available,service_criticality,exposure,mitre_impact,actual_risk_label
7.885972112245307,0,3,0,2,1
1.5167487973275118,0,3,0,3,1
3.1172206779554825,0,4,0,3,1
2.4848913981446574,0,3,0,1,0
7.43946292572677,0,1,1,2,1
0.3353243473577938,0,4,1,0,0
5.698896848713165,1,1,0,1,1
7.624586857406905,0,4,0,3,2
8.767656367617494,0,3,1,1,1
3.4208174871590744,0,1,1,1,1
8.212573046720129,0,3,0,4,2
1.1063173695520723,0,4,0,1,0
8.464522917345182,0,3,0,5,2
1.2748866233198242,1,1,0,1,1
3.9728729056036727,0,1,0,5,1
7.972953657795536,0,3,0,2,1
1.4991742734877378,0,2,0,1,0
2.2925139523264146,0,4,0,0,0
7.222525683930662,0,4,0,5,2
7.200365365460744,0,3,1,5,2
6.411476328852973,0,2,1,3,2
6.939484444671001,0,1,0,2,1
5.427244433475962,1,5,1,1,2
2.5179905890695276,1,5,1,0,1
3.4569599350391944,1,3,0,3,2
1.8159771680142567,1,2,0,2,1
9.084505613336283,0,2,1,5,2
5.833917947661204,1,4,1,0,2
4.008514167636399,0,1,1,1,1
4.620058036441327,1,2,1,4,2
9.472833396118153,1,5,1,4,3
1.533514031160802,1,1,0,2,1
5.862298320167972,1,1,0,0,1
5.05888678884466,0,3,0,3,1
6.1145423543464785,0,2,0,0,0
0.18110183820840509,0,3,1,5,1
8.721239089441514,0,2,0,4,2
9.321182824836123,0,4,1,2,2
5.65133183589209,0,3,0,1,1
6.966508238768922,1,3,0,0,1
9.224993811772958,0,5,0,4,2
7.072386343133986,1,3,0,3,2
1.5253904291426135,1,2,1,2,1
5.762883601668132,1,5,1,1,2
6.067150463828559,1,3,1,0,2
4.24130671302386,0,3,0,3,1
7.3644423562472285,1,4,0,1,2
9.343670147690148,1,3,0,5,3
9.255685129067764,0,1,0,4,1
4.508393714041321,0,5,1,5,2
1.1323804584075525,1,1,1,4,2
9.848411989623346,0,5,1,3,2
8.388980864459342,0,4,0,5,2
1.2466268120326685,0,3,1,4,1
9.208418826173723,0,3,0,2,1
8.698963620621283,0,3,1,3,2
5.188380571260721,1,5,0,4,2
5.912754357449293,0,3,0,0,0
3.9900270387013026,0,1,0,4,1
0.5476163882203133,0,3,1,5,1
3.3519724164590095,0,4,0,2,1
8.028534485980114,1,1,0,1,1
0.04632023004602859,0,3,1,1,1
3.334991716911442,0,3,0,4,1
3.9816869359094333,0,2,0,1,0
5.373956029379229,0,5,0,4,2
9.198556164127606,1,1,0,2,3
3.4634599436596125,1,2,1,1,1
3.469532018962277,0,4,1,5,2
7.3750124810974835,0,5,0,5,2
4.522179408898071,0,1,1,0,0
2.2460482293998196,0,3,0,4,1
4.524395161326934,0,1,0,1,0
1.4085702037979986,0,3,0,5,1
1.763869865062233,0,5,0,2,1
4.983677727394797,0,3,0,2,1
4.189254495045479,1,4,1,0,2
9.148459010681,1,3,1,2,3
3.623938991166331,0,4,0,2,1
5.805883502780435,1,5,0,1,2
6.322642879195303,0,5,1,4,2
0.13094456588333636,0,1,1,3,1
6.635373720167106,1,4,1,2,2
1.7803596686975143,1,4,0,2,1
9.610703174694551,1,2,1,3,3
1.4866272775311296,0,2,0,2,0
4.146241237270237,0,2,0,1,0
0.8534966807864386,1,3,0,1,1
9.968742518459473,0,2,0,3,1
5.021950103312426,0,4,0,5,2
5.953850173200438,0,3,0,2,1
0.6707647738842748,0,5,0,5,1
7.499604703991778,0,1,1,2,1
2.0990559309558576,0,2,0,4,1
8.980542894407137,1,5,0,2,2
2.0513964048200717,0,4,0,1,0
1.9068772066366657,0,1,1,0,0
0.3654966784809488,0,5,0,0,0
4.720669451099992,0,1,0,0,0
5.648411332626164,0,2,0,0,0
0.6570863942835237,0,4,1,5,2
7.755276166950106,1,1,1,5,3
4.532888347480276,0,5,0,2,1
5.243902693275801,1,2,0,5,2
4.407627469382281,0,2,1,2,1
4.00763060875326,0,5,0,4,1
5.596403313082179,0,5,1,2,2
1.552402459307125,0,1,0,0,0
1.8192813049527112,1,3,0,3,1
8.617856210135173,0,2,0,3,1
9.461154621336327,0,1,0,1,1
3.7330931627975295,1,5,1,1,2
2.707446731435538,1,1,1,2,1
6.439995432390157,1,5,0,3,2
4.087341710980964,0,4,1,0,1
0.2538635566034486,1,5,0,5,2
1.5615259736619036,0,5,0,0,0
7.159722288473976,0,5,0,0,1
6.589239419101514,0,3,1,2,1
0.2709599250348349,0,5,1,2,1
2.219721619329494,0,2,1,4,1
2.310747965880714,0,2,1,0,0
6.718927435987284,1,1,1,0,1
0.19710537754364155,0,3,1,2,1
1.0410858198457384,0,1,1,2,1
7.999160853731894,0,2,1,4,2
1.7854466205433361,1,2,0,4,1
6.527461078518747,0,4,0,1,1
2.381827810467265,0,5,0,3,1
0.9944139275934516,1,2,0,0,0
2.4317219099945406,1,1,0,0,0
7.2226693185565916,0,1,0,4,1
8.556964681062858,0,5,1,4,3
8.302198645669916,1,5,0,1,2
3.9718352961845484,0,4,0,3,1
6.680851365706461,0,3,0,1,1
2.0498429541582097,1,1,1,3,2
2.9314773026101326,0,5,0,5,2
8.963358185211197,0,1,0,0,1
0.13001923510736035,0,5,1,1,1
0.8550853085446808,0,2,1,4,1
2.078862551460273,0,1,0,1,0
0.26532203873819715,1,2,0,5,1
1.8143543508979731,0,1,0,1,0
5.830415609696922,0,3,1,0,1
4.214245505924979,0,4,0,5,2
8.926717110769749,0,2,0,4,2
8.17443561738441,1,5,0,4,3
3.4181735169787597,0,3,0,2,1
2.594234334312925,0,1,1,5,1
3.7969240816726693,0,2,0,2,1
5.902949425148077,0,1,0,2,1
2.6806364082287626,0,1,0,0,0
6.24148907849134,1,1,0,1,1
4.0941165219124045,1,4,0,4,2
5.520471808519803,0,4,1,4,2
4.361265291353167,0,5,1,1,1
2.9446575954191765,1,2,1,4,2
9.484533069621566,1,3,1,1,3
7.636057941597608,0,3,1,5,2
1.4011317576645255,0,3,0,0,0
8.684679758979128,0,1,1,0,1
4.874311982495136,1,4,1,0,2
8.945522268940914,1,2,1,1,2
7.998552559473152,0,1,0,1,1
4.252135044692334,0,4,0,3,1
0.22469308320117398,1,4,1,4,2
2.686773593849461,1,2,1,4,2
5.416342146608669,1,2,1,3,2
6.334782198261473,1,2,0,3,2
2.578876854332023,0,1,0,0,0
1.3935607407282413,0,5,0,3,1
8.34930236799299,0,2,1,1,1
9.84402180703552,0,5,0,2,2
5.256901823026858,0,1,0,1,0
1.716792858483035,1,5,1,3,2
2.7230732651936895,0,3,0,4,1
0.18390676547466733,1,5,1,1,1
9.14298806560499,0,2,0,4,2
1.1775108289014113,1,1,1,1,1
5.765164755142536,0,2,0,4,1
2.74055220687206,0,3,1,5,2
5.541780025157934,0,2,1,1,1
6.514203883518642,0,2,0,4,1
8.297418037072017,1,2,0,2,2
2.064212717606032,1,4,0,0,1
0.10995828658480478,0,3,1,1,1
1.3688563006880727,0,2,1,2,1
9.00018641848105,0,2,0,0,1
8.738900775625153,0,2,1,1,1
5.974131021703083,1,1,0,2,1
6.005168604336534,1,4,1,2,2
6.650366745462555,0,1,1,5,2
1.753712786234496,1,4,0,2,1
9.144119459249598,0,2,0,5,2
4.187705248920731,1,3,0,3,2
3.8313852824949746,0,5,0,4,1
5.189177052828375,1,5,0,0,1
0.46965966775055046,1,2,0,4,1
1.662833687560794,0,1,0,4,1
7.380336164263705,1,3,0,5,3
0.8279866792512647,0,4,0,4,1
6.031521094663882,0,2,0,2,1
2.4534910968132095,0,3,0,5,1
3.8929561404197655,1,3,1,4,2
2.8869373677069987,1,4,1,5,3
3.5567271646494913,1,3,0,3,2
7.1904590518424545,1,1,0,5,2
2.9712171562317504,0,1,1,1,1
5.664046402968972,1,1,1,2,2
4.760504021990997,0,3,0,0,0
6.636711653626481,0,1,0,1,0
9.36829739324758,0,4,0,1,1
7.325720972102503,1,3,0,1,1
2.149403785907568,1,5,0,4,2
0.3118313506128467,0,3,0,5,1
2.622640442998251,0,4,1,5,2
5.9507793070025485,1,5,0,4,2
0.5142581348425035,0,3,0,2,0
4.963662472012364,1,1,0,4,2
5.968428489168892,1,2,0,4,2
3.3424389081696084,0,2,0,4,1
7.7091220374582194,0,1,0,2,1
1.065982531337718,1,2,1,2,1
0.7513778173580876,1,2,0,3,1
7.281887562036033,0,1,1,3,1
4.954913162061985,1,1,1,3,2
6.88402396427736,0,3,0,3,1
4.348273386037462,0,3,0,5,1
2.464020332391068,1,1,0,1,1
8.191023176741997,1,4,1,1,2
7.994158789689792,0,2,1,3,2
6.946964708544268,1,3,1,3,2
2.7214513722996267,0,2,0,0,0
5.902306668690871,0,5,1,1,1
3.6097389694002677,0,1,0,0,0
0.9158207332663415,1,4,0,0,1
9.173135754622429,0,5,0,4,2
1.368186309189614,0,5,0,5,1
9.502373538208024,0,5,1,2,2
4.460057729579558,1,1,0,1,1
1.8513292883861965,0,3,0,3,1
5.419009473783581,1,1,0,3,1
8.729458358764083,0,3,1,2,2
7.322248864095612,0,5,1,1,2
8.065611478614498,0,5,0,3,2
6.587833667107174,1,4,0,3,2
6.922765645178525,1,3,0,4,2
8.491956515653193,0,5,1,0,2
2.4966800885918596,0,2,0,3,1
4.894249636431405,0,4,0,5,2
2.2120944181960223,0,1,0,1,0
9.87668007996647,0,4,0,5,2
9.440593396866133,0,2,1,2,2
0.394268113685059,0,3,0,4,1
7.055751725156885,0,1,0,1,1
9.252483174156659,0,1,0,4,1
1.8057534512733353,1,3,0,0,1
5.679452305526294,0,4,1,3,2
9.154882975880419,0,5,0,1,1
0.3394597858579884,1,4,1,2,2
6.974202672468399,0,2,1,0,1
2.9734900737255074,0,5,0,0,0
9.243961953765304,0,4,0,4,2
9.710582451653679,0,3,0,0,1
9.442664891134338,0,2,1,1,1
4.742142166574638,0,2,0,4,1
8.620426509893134,1,2,0,0,1
8.445493985350703,0,5,0,2,2
3.1910047324325563,0,1,1,5,1
8.289154741506774,0,5,0,1,1
0.3700763471549262,0,4,0,2,0
5.96269878482053,0,1,0,2,1
2.3000883728770303,1,4,0,4,2
1.205668857772788,0,1,1,3,1
0.7695320162920916,0,5,0,4,1
6.962887758781397,0,2,1,1,1
3.3987496376806616,0,3,1,1,1
7.247667715287615,1,2,0,4,2
0.6535634079894237,0,5,1,3,1
3.152903378306103,0,1,0,4,1
5.394912923753372,0,2,0,1,1
7.907231648389636,1,5,1,3,3
3.187525029320699,0,4,0,1,1
6.2589137643700905,0,3,1,3,2
8.85977748236187,1,2,0,3,2
6.158631881823045,1,1,1,4,2
2.329594747536338,0,4,0,4,1
0.2440078155653802,0,5,0,4,1
8.700988739009299,0,3,0,3,1
0.21269410850387138,0,1,1,3,1
8.747016726841995,0,5,1,1,2
5.28937134027212,0,5,0,2,1
9.390676985128962,0,2,1,4,2
7.987832357736654,0,2,0,5,2
9.979341105333376,0,1,0,1,1
3.5071181545171015,1,5,1,1,2
7.671882889311269,0,2,1,0,1
4.019309136092422,0,3,1,4,2
4.798756203039089,0,3,1,1,1
6.275054632183701,1,5,0,0,1
8.736771141863388,0,2,1,5,2
9.840834691992951,0,1,0,5,2
7.682734138645182,0,1,0,4,1
4.177667821673338,0,1,0,3,1
4.213570022770702,0,3,0,0,0
7.375823015888915,0,2,0,3,1
2.3877714576830233,0,2,0,5,1
1.1047411313139466,1,3,0,5,2
3.546221576407765,0,1,0,2,0
2.8723899165408175,0,1,0,2,0
2.963081204559901,1,5,0,2,2
2.3360775104990994,0,4,0,2,1
0.42093189636361883,0,2,1,1,0
0.1787393473341381,0,2,1,2,1
9.877223897360315,0,2,1,1,1
4.277731337358624,1,4,0,1,1
3.8432664715968166,1,5,1,4,3
6.796472826930699,0,4,0,1,1
2.1825388786506417,0,1,0,1,0
9.499611839502254,1,1,0,2,3
7.863450144155521,1,2,1,1,2
0.8941100231225951,1,3,0,3,1
4.175807757849284,0,2,0,2,1
8.791183075621646,0,3,0,0,1
9.447320222914103,1,4,1,2,3
4.674015112498697,0,1,1,1,1
6.134113892107077,0,3,0,3,1
1.6703394609207523,0,4,0,2,1
9.911686261369766,0,1,0,3,1
2.3167170138344337,0,3,1,0,1
9.427317741351256,0,2,0,5,2
6.496466489923685,1,2,1,0,1
6.077367948788591,0,2,0,5,1
5.126885110165086,1,4,1,4,3
2.3066981171775867,0,2,0,5,1
1.7652803200550826,0,5,0,4,1
2.2048620907017535,1,1,0,2,1
1.8643826214425452,0,4,0,4,1
7.795844735667533,0,2,0,3,1
3.501252591667301,0,1,1,4,1
0.5784267656339637,0,3,0,3,1
9.691026301408113,1,2,1,5,3
8.837858849634257,1,1,1,5,3
9.27752283195213,0,5,0,5,2
9.949078226464353,0,3,1,4,2
1.738952492194873,0,5,1,5,2
3.9624201890265875,1,1,0,4,1
7.582384757040913,0,5,1,4,2
6.960206180537922,0,1,0,1,1
1.5389590633985506,0,1,0,1,0
8.158331249906178,0,5,1,4,3
2.2444057183666066,0,1,0,3,0
2.2381761482262306,1,2,0,2,1
5.3697442289341355,0,1,0,0,0
5.929399348417031,0,4,1,1,1
5.8008620783781115,1,1,1,4,2
0.9148683739775487,1,4,0,0,1
8.774608626303804,0,1,1,1,1
2.6560004258870604,0,1,1,2,1
1.2951492128280417,0,5,0,3,1
8.887480798689772,0,2,0,4,2
9.556514982297534,0,2,1,2,2
8.621276172654506,0,3,1,1,1
8.09516074724878,0,5,1,4,3
6.552419806390217,1,5,0,0,1
5.5085737060913935,0,2,0,5,1
0.8698675991141014,0,5,0,3,1
4.084532130706987,0,2,0,1,0
3.72688517012314,1,5,0,3,2
2.5975378376032623,1,1,1,4,2
7.234201136885849,1,2,0,5,2
4.9587573507877085,1,2,1,2,2
0.8104621590764793,1,4,0,3,1
2.2018320194981134,0,5,0,0,0
6.832587636595959,0,5,0,1,1
0.7613085949030018,0,2,0,0,0
8.512069140487688,1,1,0,3,2
4.951465270139743,1,1,1,5,2
4.80586577326648,0,1,1,2,1
5.924077846595176,0,5,0,2,1
8.246809659251491,0,4,0,0,1
3.4780920790219305,1,2,1,4,2
6.780161525590636,0,3,0,4,1
5.657319639957911,0,4,0,5,2
2.6702827016942132,0,3,0,2,1
8.78629986355158,0,4,1,0,1
7.974260216069281,1,1,0,0,1
6.584518346584255,0,5,0,0,1
8.505817290942419,1,3,1,3,3
8.672942009598025,0,4,0,5,2
7.083629767150348,0,5,0,4,2
8.37013328363672,0,3,0,4,2
6.974714616692836,1,2,1,3,2
6.801407717603004,0,4,0,1,1
6.186113782151843,0,2,1,3,1
7.527166395576412,0,1,1,5,2
1.586051052930737,1,2,0,0,0
8.808707591989284,0,2,1,3,2
8.71843527745232,1,4,0,0,2
0.29247283034559146,0,1,0,5,1
8.258167505647627,0,2,0,5,2
1.288698674734452,0,5,0,2,1
3.351188542591419,0,3,0,0,0
7.435082562916078,0,2,0,4,1
1.607598960483082,0,1,0,3,0
8.179670241190621,0,2,1,5,2
8.32134177957742,1,3,0,0,1
5.074677337608362,0,1,1,1,1
0.0638587171683358,1,4,0,2,1
2.870381331749128,0,1,0,1,0
6.169269183757422,0,4,0,5,2
9.811861780274235,0,1,0,1,1
6.3181352701666835,0,3,0,1,1
2.5980358106415977,0,3,1,2,1
6.340057030996114,0,1,1,2,1
5.3998537971585545,0,2,1,2,1
7.798453951511436,0,3,0,2,1
1.069806388269584,1,4,1,1,1
7.61027902502028,1,4,0,4,2
5.412665786761103,0,5,0,4,2
9.629920038589946,0,4,1,2,2
3.418721660386861,0,5,1,3,2
6.326218931339481,0,1,0,0,0
9.320281055100175,0,1,0,5,2
1.0250972799067926,0,1,0,3,0
9.372284872364512,0,2,1,5,2
6.878857223008134,0,2,0,3,1
0.678370591051719,0,5,1,3,1
3.0096356694681625,1,4,0,4,2
7.081720886452816,1,4,0,0,1
0.673506014687717,0,1,0,3,0
5.8217046017627325,1,3,0,2,2
3.4588305695295674,1,2,0,5,2
6.209155177674771,0,2,1,4,2
0.4574203381251285,0,1,1,5,1
8.715368061523762,0,2,1,2,2
9.734889691773969,1,1,1,2,3
9.688778552856915,1,5,1,3,3
7.496518317429247,0,4,0,2,1
1.3008624013063197,0,3,1,0,0
7.582631959290226,0,4,0,2,1
0.2458691645880151,0,4,0,3,1
0.22123551528997254,0,5,0,5,1
3.2361021914954122,1,2,0,2,1
4.886431904046658,0,3,0,4,1
7.704074178077932,1,2,1,4,3
6.832953766065052,1,4,0,4,2
4.459027063767484,1,1,0,5,2
2.736266662816659,0,4,0,1,1
9.971245001577111,0,2,0,4,2
4.261813022359729,0,4,0,4,1
4.513870243296755,0,1,0,1,0
1.6362382119166918,0,5,0,5,1
7.948095487499294,0,2,0,4,1
6.936822257814886,0,4,1,3,2
2.207696127887604,0,2,1,5,1
0.823810456158427,0,5,0,4,1
6.804993020747131,0,4,0,4,2
6.545112142811353,1,4,0,1,2
2.7325952699820935,1,2,1,3,2
9.508635622504103,0,2,0,5,2
1.5105789178090023,0,1,0,2,0
4.323348010426019,0,5,1,0,1
9.436159201675988,0,1,0,3,1
4.197273169261223,0,4,0,2,1
6.385259476640855,1,2,0,3,2
3.9759439796279428,0,4,1,2,1
2.7421520234867005,0,4,1,2,1
9.839776479598282,0,3,1,3,2
4.09334006315043,0,3,0,1,1
8.940992036791345,0,4,0,3,2
2.299546058910862,0,2,1,3,1
2.131047040250833,0,4,1,2,1
0.3113408288451136,0,3,0,0,0
6.5166682537588505,0,2,1,2,1
3.6852634372376114,0,4,0,4,1
8.64358249839637,0,5,0,3,2
4.732099066915572,1,5,1,5,3
9.681934279147217,0,4,0,3,2
1.8552551570312115,0,2,1,1,1
8.686231679556109,0,4,0,5,2
7.765968527917417,0,4,0,2,1
7.70921844644052,0,3,1,1,1
8.447832281168877,0,5,1,3,2
7.610239909429989,1,3,0,2,2
6.262203216314154,0,3,0,2,1
1.3124487768238757,0,4,1,4,1
0.32526179491251916,0,3,0,4,1
9.208478478156868,1,5,1,0,3
6.166503145207381,0,3,1,4,2
7.965372909761763,0,5,0,5,2
4.815223515125501,0,3,0,2,1
1.1730818896239448,0,5,0,4,1
1.2518579220255044,0,3,1,0,0
6.855652872289713,0,3,0,3,1
4.303058948994627,0,2,0,5,1
2.005247267003367,0,5,0,4,1
4.915945467414369,0,5,0,2,1
0.6420893707513409,0,5,0,3,1
5.819714019143988,1,1,0,2,1
2.6899340443509767,0,3,1,3,1
7.975591006371881,0,5,1,5,3
3.1036195892357377,0,1,1,2,1
4.552201490818012,0,2,0,4,1
0.11620539908100636,1,5,0,4,2
0.7244688779455888,0,5,1,0,1
3.924935564066848,0,1,0,3,1
4.799388347171235,0,3,1,0,1
6.000205481193037,0,2,1,1,1
2.9166257870930323,0,5,0,4,1
6.949818861265426,0,3,1,3,2
8.601223971892045,0,2,1,5,2
7.7985098889334985,1,4,0,0,1
0.39618825348357145,0,4,0,5,1
4.805069472578289,1,2,0,5,2
1.0493017841817487,1,1,0,5,1
2.4204501586252745,1,2,0,0,1
9.866625932671464,0,2,0,1,1
1.4249554290151323,0,1,1,0,0
4.988881534513561,1,1,0,2,1
6.181557343181191,0,3,0,4,1
7.024649705441039,0,3,1,0,1
5.5964868348691414,1,1,0,0,1
0.09770847419183659,1,4,1,1,1
3.2646130824399187,0,4,0,2,1
5.1771164338471145,0,2,0,0,0
0.8786649914483335,0,5,0,4,1
3.5062693120918076,1,2,1,4,2
0.33203108791366565,1,2,0,0,0
0.7857849715502074,0,5,1,5,2
3.9692327620159604,0,1,0,5,1
1.3271575404306035,1,4,0,2,1
5.675408482615581,0,2,0,4,1
6.894649691372657,0,5,1,5,3
8.005866991090828,1,3,1,4,3
2.0015024424481007,0,2,0,2,0
1.6748258225906976,0,4,0,2,1
1.0456784033440025,0,1,0,5,1
6.364302495436367,0,2,0,0,0
7.064757264869011,1,2,0,3,2
0.3158614482564204,0,5,1,1,1
9.362122462436899,1,3,1,3,3
0.5197128365147241,0,3,0,3,1
5.412963353010705,0,1,0,4,1
7.090605194509164,0,4,1,2,2
8.709691237460856,0,1,1,4,2
7.140869321324278,0,2,0,5,2
8.017280830697919,0,2,0,1,1
3.3945019254280604,0,3,0,5,1
8.148251137465122,0,4,0,0,1
0.8011484638467514,1,5,0,1,1
8.948166560605276,0,4,0,4,2
5.475923761537363,1,2,1,4,2
8.172977699624937,0,5,0,5,2
4.523182845183001,0,4,0,4,1
6.4357769519652495,0,4,0,4,2
5.264026609361132,0,5,1,3,2
7.315895217553319,0,2,1,0,1
0.8162998203058958,1,4,0,3,1
0.603520839905638,1,5,0,4,2
2.4710323401014644,0,2,1,2,1
1.5954468011318834,0,5,0,3,1
8.717835665922017,1,5,0,4,3
2.192139873580443,0,4,0,4,1
9.758652558191313,1,2,0,0,3
3.3689579177110685,1,4,0,5,2
1.8211791568869928,1,1,1,1,1
7.896985071424791,0,1,1,3,2
6.587077755008761,0,2,0,3,1
4.98195716453139,0,5,1,3,2
5.553635509376313,0,4,0,4,1
7.192017782722639,1,4,0,0,1
2.2845474133129873,0,2,0,4,1
9.963339160567418,0,2,1,4,2
9.747931621467831,1,1,0,5,3
6.503256863469369,1,3,0,2,2
1.9954245092914513,1,2,1,0,1
6.802282424312914,1,3,1,3,2
0.7219840897917584,0,2,1,1,0
0.30652502205806065,0,5,0,3,1
2.576828885112137,1,5,0,4,2
4.626229567393163,0,1,0,0,0
8.682725054083805,0,1,0,0,1
7.271690697663081,0,3,1,0,1
7.42706521199981,0,2,0,2,1
4.2549333444807536,1,4,0,3,2
3.4593499254696294,0,1,1,2,1
3.7103876298460268,0,4,0,5,2
9.876495637360579,0,4,0,1,1
0.4010919141248248,0,2,1,5,1
8.670314961224486,0,3,1,4,2
5.786754085723934,0,2,1,2,1
4.386154191895905,1,1,0,2,1
7.252576604151365,0,4,0,5,2
4.866689414247029,0,2,1,4,2
8.734232380816605,0,2,0,0,1
9.007018640112586,0,2,0,4,2
4.217209268734554,0,1,1,3,1
2.768277972350516,1,3,0,5,2
5.923503285933622,0,2,1,4,2
9.12363345616691,1,1,0,0,3
2.106621890056666,0,4,0,4,1
6.229665835634828,0,5,0,2,1
6.3156022009252055,0,1,1,1,1
7.33113022415281,1,5,0,2,2
1.315676851272598,0,2,0,1,0
7.158249646820885,0,2,1,4,2
9.09032520665641,0,1,1,3,2
1.7968310887024197,0,5,1,4,2
2.3754332492387764,0,2,0,0,0
9.713950940416396,0,4,0,4,2
1.8097695270948977,0,3,1,1,1
8.543850933695792,0,3,1,2,2
4.922778564480348,0,2,0,3,1
2.4723107440317706,1,5,0,4,2
8.707499012725114,1,2,1,4,3
4.453052550026655,1,5,0,2,2
5.148173539296902,0,4,1,3,2
3.5923336939976567,0,5,0,5,2
5.9295085143492745,0,2,0,4,1
1.6352387258502277,0,4,1,4,2
3.910815366517607,0,1,0,5,1
9.694123223352875,0,3,0,1,1
2.5813343270112754,0,2,0,1,0
6.567366645412922,0,2,0,0,0
3.251900642246949,1,2,1,2,2
7.734731256866007,0,4,1,3,2
1.3087366071834983,0,1,1,4,1
9.698210450785448,0,5,0,4,2
4.5378954138363925,0,1,0,0,0
2.3605046334646396,0,4,0,4,1
0.7349674733001266,1,2,1,2,1
1.6975790508754074,1,3,1,0,1
5.197739485560176,0,2,1,2,1
3.3700317643128628,1,5,0,0,1
8.288833658826094,1,3,0,4,2
4.308875236618059,1,2,0,0,1
2.487142725876299,1,3,0,1,1
6.171449866040301,0,1,0,3,1
7.067772168854458,0,4,1,4,2
1.6704190790094986,0,2,0,5,1
1.6761921628831766,0,5,0,3,1
0.3667142693354297,1,1,0,4,1
7.364020150656405,0,2,1,3,2
6.638045276218051,1,1,0,1,1
4.746308757498139,1,5,1,3,3
8.441704489691972,1,2,1,0,2
8.056701529500533,1,5,0,3,2
5.853543643967521,0,3,1,4,2
8.682712805132587,0,5,0,5,2
2.0584121003676827,0,3,0,5,1
1.1191961939772788,0,2,1,2,1
2.697496115169896,0,3,1,3,1
0.5708685608931485,0,2,0,5,1
5.31169528001032,1,2,0,3,2
9.366056922949614,0,4,0,5,2
0.39343540668509647,0,2,0,3,0
1.221099140100268,0,3,0,4,1
4.521990282834353,0,4,0,3,1
9.33875017527905,0,4,0,4,2
3.161561049767505,1,2,1,4,2
5.072348086883924,0,5,0,2,1
0.41572859050392097,1,5,0,5,2
1.4834320096208886,0,4,0,0,0
9.86630122958847,1,2,1,4,3
9.651186964360456,0,5,0,5,2
0.04939980934409616,0,2,0,1,0
9.51811785423239,0,2,0,3,1
6.391199378155004,1,4,1,1,2
8.679182945200221,0,4,0,3,2
4.547398556338591,0,1,1,2,1
5.155960285792503,1,5,1,4,3
4.888465802569202,1,5,1,0,2
6.668642575461043,0,5,1,4,2
1.396512547563129,1,3,0,3,1
0.2997358987267795,0,2,0,0,0
3.079299415911909,0,4,1,4,2
7.0468076273664675,0,5,0,0,1
2.0185345212294834,1,1,0,3,1
6.734324333249173,1,5,1,2,3
9.699120461072704,0,2,0,2,1
0.9390071578941839,0,2,0,4,1
6.726021182251262,0,4,0,1,1
4.437502193045711,1,3,0,3,2
8.681422543775053,1,4,1,4,3
1.771497894473859,0,5,0,4,1
6.926259522261645,1,1,0,2,1
8.381152896481103,1,4,0,0,2
9.446142194740233,0,3,1,3,2
6.832480282896459,0,4,1,0,1
4.971747640084273,0,2,0,5,1
6.178472402012138,0,5,1,5,3
8.689049844787181,0,5,0,3,2
5.706097466388297,0,5,1,1,1
0.3038705969683686,1,5,0,5,2
9.309486955069778,0,5,1,2,2
6.895267510315612,0,5,0,1,1
6.765133857772465,0,1,0,4,1
2.1567515239771717,0,3,0,5,1
6.5888547023265716,0,5,1,2,2
3.938644056541585,0,3,0,4,1
6.512329770414921,0,5,1,1,2
1.0659303030799072,0,4,0,3,1
6.5784530460303605,0,5,0,4,2
9.994137257706665,0,2,0,0,1
0.4821203886055603,1,1,1,3,1
9.771741842213173,0,4,0,3,2
4.069079607228706,0,4,1,1,1
8.707534503372592,1,2,1,1,2
7.823854840582735,0,5,1,2,2
5.6701626098666775,0,1,0,2,1
7.384492092513265,1,4,1,0,2
8.78515561301348,0,1,1,3,2
4.0414032165103295,0,4,0,0,0
3.270331615632387,1,5,1,0,2
6.675933855635847,1,4,0,1,2
8.078459419412585,1,4,0,0,2
7.622851347766158,0,3,0,0,1
7.978136488586345,0,5,0,4,2
4.35583314812933,0,2,0,2,1
8.178342161750216,0,2,0,2,1
1.2020905537060844,0,5,1,3,1
5.444890979608496,0,2,0,2,1
0.057586604981215705,1,5,0,5,2
3.2458582990027027,0,2,0,3,1
3.664615348713979,0,3,0,4,1
3.961726916092554,0,2,1,2,1
6.954672066898622,0,4,0,4,2
3.885581012703457,0,5,1,2,1
4.486936226225307,0,1,0,2,0
2.375441308743275,0,1,1,4,1
3.732517916293401,0,5,0,0,1
2.2726962726315145,1,3,0,0,1
0.7319592376844364,1,2,1,0,1
6.034485933813779,0,3,0,5,2
6.682127985550163,0,1,1,0,1
6.194903460096145,1,5,1,2,2
4.6349404380057235,1,5,0,1,1
3.797857801792298,0,3,0,4,1
8.633336495718252,1,3,0,1,2
5.190817851362181,0,2,1,5,2
4.79181877629731,1,4,1,1,2
0.2564206580643569,1,4,0,3,1
3.4124782762615635,0,2,0,0,0
3.8019561878585706,1,4,0,5,2
3.988227808969005,0,1,1,2,1
5.801723692273323,1,4,0,0,1
5.336025467268785,0,2,0,0,0
6.079050927934446,1,4,1,1,2
7.6488326154212825,0,5,0,3,2
8.129857387160936,0,3,0,0,1
7.181230762264944,0,1,1,4,2
9.555236959549347,1,5,1,4,3
0.1823258267636163,1,5,0,0,1
1.957779856835461,1,2,0,1,1
0.0756287497814212,1,3,0,1,1
6.47474714154603,0,3,0,2,1
8.98030548949987,0,1,1,5,2
2.4348229657629927,0,2,0,5,1
9.270345447963066,0,1,1,5,2
